objectid,parentid,filename,image_alt_text,title,subject,description,location,creator,publisher,contributor,date,archival date,date digitized,type,type_legacy,format,format_legacy,source,language,rights,rights_legacy,rightsstatement,display_template,object_location,image_small,image_thumb,title_legacy,unmapped_legacy,cdmid,cdmcreated,cdmmodified,cdmfile,cdmpath,thumbnailURL,viewerURL,structure
msp57d600,,msp57d600.jpg,"A group of men in coats and hats standing on a wet, snowy street in an urban area. Some are gathered near a vehicle parked on the left, while others are engaging in conversation. One man appears to be shaking hands. There are several storefronts in the background, including signs for a bar, dry cleaning, and a Fair Store with a Levi's advertisement. A Standard gas station sign is visible.",Officials Gather At Montpelier Overpass Opening,streets;buildings,"Workers and highway officials meet at the opening of the overpass in Montpelier, Idaho 1972","Montpelier, Idaho",J. Patrick Wilde,"Bear Lake County Library, Montpelier, Idaho",J. Patrick Wilde,1972,1972,,Image;StillImage,Photo,image/jpeg,,Digitized version of photo,eng,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Bear Lake Public Library at blcirc@dcdi.net for information.""",Copyright given to the Bear Lake County Library by J. Patrick Wilde,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/bear-lake-county/msp57d600.jpg,https://objects.lib.uidaho.edu/bear-lake-county/small/msp57d600_sm.jpg,https://objects.lib.uidaho.edu/bear-lake-county/thumbs/msp57d600_th.jpg,"Montpelier, Idaho 1972 Time Capsule",05-03-2008,330,2008-05-09,2008-05-09,331.jpg,/p4012coll6/image/331.jpg,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p4012coll6&CISOPTR=330,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p4012coll6/id/330,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4012coll6&CISOPTR=330
msp57h600,,msp57h600.jpg,"A man and a woman stand outdoors on a street. The man is holding a microphone and speaking, wearing a plaid coat. The woman is smiling broadly, wearing a coat with a floral lei around her neck and a sash that reads ""Miss Idaho,"" along with the number ""71."" Buildings and people are visible in the background.",Keith Martindale Interviews Miss Idaho 1971,people;microphones;parades,"Keith Martindale interviews Miss Idaho 1971 Karen Herd at the opening of the overpass in Montpelier, Idaho 1972","Montpelier, Idaho",J. Patrick Wilde,"Bear Lake County Library, Montpelier, Idaho",J. Patrick Wilde,1972,1972,,Image;StillImage,Photo,image/jpeg,,Digitized version of photo,eng,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Bear Lake Public Library at blcirc@dcdi.net for information.""",Copyright given to the Bear Lake County Library by J. Patrick Wilde,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/bear-lake-county/msp57h600.jpg,https://objects.lib.uidaho.edu/bear-lake-county/small/msp57h600_sm.jpg,https://objects.lib.uidaho.edu/bear-lake-county/thumbs/msp57h600_th.jpg,"Montpelier, Idaho 1972 Time Capsule",05-03-2008,333,2008-05-13,2008-05-13,334.jpg,/p4012coll6/image/334.jpg,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p4012coll6&CISOPTR=333,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p4012coll6/id/333,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4012coll6&CISOPTR=333
msp57i600,,msp57i600.jpg,"A crowd of people gathered on a street lined with buildings and parked cars. A group with musical instruments, including a tuba, is visible at the forefront. The buildings have various signs, such as ""PHONES,"" ""BAR,"" ""CHEVROLET TAPPE CHEVROLET,"" ""BUICK,"" and ""LOANS."" Snow is visible on the ground and distant hills. The street features a barrier in the center.",Montpelier Idaho Time Capsule,parades;streets;buildings,"Bear Lake High School Band playing at the opening of the overpass in Montpelier, Idaho 1972","Montpelier, Idaho",J. Patrick Wilde,"Bear Lake County Library, Montpelier, Idaho",J. Patrick Wilde,1972,1972,,Image;StillImage,Photo,image/jpeg,,Digitized version of photo,eng,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Bear Lake Public Library at blcirc@dcdi.net for information.""",Copyright given to the Bear Lake County Library by J. Patrick Wilde,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/bear-lake-county/msp57i600.jpg,https://objects.lib.uidaho.edu/bear-lake-county/small/msp57i600_sm.jpg,https://objects.lib.uidaho.edu/bear-lake-county/thumbs/msp57i600_th.jpg,"Montpelier, Idaho 1972 Time Capsule",05-06-2008,334,2008-05-13,2008-05-13,335.jpg,/p4012coll6/image/335.jpg,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p4012coll6&CISOPTR=334,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p4012coll6/id/334,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4012coll6&CISOPTR=334
msp58a600,,msp58a600.jpg,"A person standing on an outdoor staircase, wearing a jacket. The staircase is attached to a building, and there are additional buildings in the background, along with telephone poles and an open area with some debris or materials on the ground.",Keith Martindale At Montpelier Overpass,stairs;buildings,"Keith Martindale looking at the new overpass in Montpelier, Idaho 1972","Montpelier, Idaho",J. Patrick Wilde,"Bear Lake County Library, Montpelier, Idaho",J. Patrick Wilde,1972,1972,,Image;StillImage,Photo,image/jpeg,,Digitized version of photo,eng,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Bear Lake Public Library at blcirc@dcdi.net for information.""",Copyright given to the Bear Lake County Library by J. Patrick Wilde,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/bear-lake-county/msp58a600.jpg,https://objects.lib.uidaho.edu/bear-lake-county/small/msp58a600_sm.jpg,https://objects.lib.uidaho.edu/bear-lake-county/thumbs/msp58a600_th.jpg,"Montpelier, Idaho 1972 Time Capsule",05-06-2008,336,2008-05-13,2008-05-13,337.jpg,/p4012coll6/image/337.jpg,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p4012coll6&CISOPTR=336,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p4012coll6/id/336,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4012coll6&CISOPTR=336
msp58b600,,msp58b600.jpg,"A train labeled ""Union Pacific"" travels beneath a large overpass. The area is snowy with visible tracks. To the right, there's a staircase leading up to the bridge. A railroad crossing sign reads ""Railroad Crossing 5 Tracks."" In the background, there are several utility poles and buildings.",Union Pacific Train Under Montpelier Overpass,bridges;railroads;trains,"A Union Pacific train going under the new overpass in Montpelier, Idaho 1972","Montpelier, Idaho",J. Patrick Wilde,"Bear Lake County Library, Montpelier, Idaho",J. Patrick Wilde,1972,1972,,Image;StillImage,Photo,image/jpeg,,Digitized version of photo,eng,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Bear Lake Public Library at blcirc@dcdi.net for information.""",Copyright given to the Bear Lake County Library by J. Patrick Wilde,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/bear-lake-county/msp58b600.jpg,https://objects.lib.uidaho.edu/bear-lake-county/small/msp58b600_sm.jpg,https://objects.lib.uidaho.edu/bear-lake-county/thumbs/msp58b600_th.jpg,"Montpelier, Idaho 1972 Time Capsule",05-06-2008,337,2008-05-13,2008-05-13,338.jpg,/p4012coll6/image/338.jpg,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p4012coll6&CISOPTR=337,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p4012coll6/id/337,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4012coll6&CISOPTR=337
msp58c600,,msp58c600.jpg,"Multiple railroad tracks stretch into the distance in a snowy landscape. A bridge crosses over the tracks, and several train cars are visible beneath it. Buildings and parked cars line the side of the tracks. Utility poles and wires run alongside.",Trains Beneath Montpelier Overpass,railroads;snow;bridges,"Trains going under the new overpass in Montpelier, Idaho 1972","Montpelier, Idaho",J. Patrick Wilde,"Bear Lake County Library, Montpelier, Idaho",J. Patrick Wilde,1972,1972,,Image;StillImage,Photo,image/jpeg,,Digitized version of photo,eng,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Bear Lake Public Library at blcirc@dcdi.net for information.""",Copyright given to the Bear Lake County Library by J. Patrick Wilde,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/bear-lake-county/msp58c600.jpg,https://objects.lib.uidaho.edu/bear-lake-county/small/msp58c600_sm.jpg,https://objects.lib.uidaho.edu/bear-lake-county/thumbs/msp58c600_th.jpg,"Montpelier, Idaho 1972 Time Capsule",05-08-2008,338,2008-05-13,2008-05-13,339.jpg,/p4012coll6/image/339.jpg,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p4012coll6&CISOPTR=338,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p4012coll6/id/338,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4012coll6&CISOPTR=338
msp58d600,,msp58d600.jpg,"A large bridge structure with triangular supports extends above several sets of train tracks. A small road sign is visible near the tracks. In the background, there are utility poles, a few small buildings, and mountains on the horizon.",Montpelier Overpass Construction Idaho,bridges;railroad tracks;utility poles,"The new overpass in Montpelier, Idaho 1972","Montpelier, Idaho",J. Patrick Wilde,"Bear Lake County Library, Montpelier, Idaho",J. Patrick Wilde,1972,1972,,Image;StillImage,Photo,image/jpeg,,Digitized version of photo,eng,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Bear Lake Public Library at blcirc@dcdi.net for information.""",Copyright given to the Bear Lake County Library by J. Patrick Wilde,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/bear-lake-county/msp58d600.jpg,https://objects.lib.uidaho.edu/bear-lake-county/small/msp58d600_sm.jpg,https://objects.lib.uidaho.edu/bear-lake-county/thumbs/msp58d600_th.jpg,"Montpelier, Idaho 1972 Time Capsule",05-08-2008,339,2008-05-13,2008-05-13,340.jpg,/p4012coll6/image/340.jpg,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p4012coll6&CISOPTR=339,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p4012coll6/id/339,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4012coll6&CISOPTR=339
msp58e600,,msp58e600.jpg,"Several railway tracks extending into the distance, with a person walking along one of the tracks. Train cars are visible on some of the tracks. Utility poles line the area, and an overpass is in the background. Snow covers the ground.",Walking Along Snowy Montpelier Tracks,railroad tracks;snow;bridges,"Trains going under the new overpass in Montpelier, Idaho 1972","Montpelier, Idaho",J. Patrick Wilde,"Bear Lake County, Montpelier, Idaho",J. Patrick Wilde,1972,1972,,Image;StillImage,Photo,image/jpeg,,Digitized version of photo,eng,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Bear Lake Public Library at blcirc@dcdi.net for information.""",Copyright given to the Bear Lake County Library by J. Patrick Wilde,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/bear-lake-county/msp58e600.jpg,https://objects.lib.uidaho.edu/bear-lake-county/small/msp58e600_sm.jpg,https://objects.lib.uidaho.edu/bear-lake-county/thumbs/msp58e600_th.jpg,"Montpelier, Idaho 1972 Time Capsule",05-08-2008,340,2008-05-13,2008-05-13,341.jpg,/p4012coll6/image/341.jpg,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p4012coll6&CISOPTR=340,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p4012coll6/id/340,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4012coll6&CISOPTR=340
msp59a600,,msp59a600.jpg,"A group of four people stand in the back of a pickup truck. One person is holding a large flag with red and white stripes. They appear to be outdoors, with houses and trees in the background. An American flag is visible in the distance, next to a building.",Boy Scouts Displaying Flags In Montpelier,flags;trucks;children,"Boy Scouts putting out flags for all the holidays in Montpelier, Idaho 1972","Montpelier, Idaho",J. Patrick Wilde,"Bear Lake County Library, Montpelier, Idaho",J. Patrick Wilde,1972,1972,,Image;StillImage,Photo,image/jpeg,,Digitized version of photo,eng,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Bear Lake Public Library at blcirc@dcdi.net for information.""",Copyright given to the Bear Lake County Library by J. Patrick Wilde,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/bear-lake-county/msp59a600.jpg,https://objects.lib.uidaho.edu/bear-lake-county/small/msp59a600_sm.jpg,https://objects.lib.uidaho.edu/bear-lake-county/thumbs/msp59a600_th.jpg,"Montpelier, Idaho 1972 Time Capsule",05-08-2008,341,2008-05-13,2008-05-13,342.jpg,/p4012coll6/image/342.jpg,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p4012coll6&CISOPTR=341,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p4012coll6/id/341,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4012coll6&CISOPTR=341
msp59b600,,msp59b600.jpg,"Two American flags are displayed on poles in front of a storefront. The building features signage that reads ""WESTERN AUTO"" and a circular sign with ""WESTERN AUTO ASSOCIATE STORE."" Additional signs in the background indicate ""VAN & GAS"" and ""TAX."" Part of a vehicle is visible near the bottom right corner.",New Flags At Western Auto Storefront,flags;streets;buildings,"New flags put up by the city of Montpelier, Idaho and the Boy Scouts 1972","Montpelier, Idaho",J. Patrick Wilde,"Bear Lake County Library, Montpelier, Idaho",J. Patrick Wilde,1972,1972,,Image;StillImage,Photo,image/jpeg,,Digitized version of photo,eng,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Bear Lake Public Library at blcirc@dcdi.net for information.""",Copyright given to the Bear Lake County Library by J. Patrick Wilde,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/bear-lake-county/msp59b600.jpg,https://objects.lib.uidaho.edu/bear-lake-county/small/msp59b600_sm.jpg,https://objects.lib.uidaho.edu/bear-lake-county/thumbs/msp59b600_th.jpg,"Montpelier, Idaho 1972 Time Capsule",05-08-2008,342,2008-05-13,2008-05-13,343.jpg,/p4012coll6/image/343.jpg,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p4012coll6&CISOPTR=342,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p4012coll6/id/342,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4012coll6&CISOPTR=342
msp59i600,,msp59i600.jpg,"A deserted street scene with buildings on both sides. On the left, there is a sign with the letter ""K"" and a building with a sign for a ""TAX"" service. Further down, there are American flags and a sign that reads ""FOOD TOWN."" On the right side, a sign reads ""THE NEWS-EXAMINER PUBLISHERS & COMMERCIAL PRINTING."" A few cars are parked along the street, and hills are visible in the background.",Montpelier Main Street With Flags,streets;buildings;automobiles,"New flags flying in Montpelier, Idaho 1972","Montpelier, Idaho",J. Patrick Wilde,"Bear Lake County Library, Montpelier, Idaho",J. Patrick Wilde,1972,1972,,Image;StillImage,Photo,image/jpeg,,Digitized version of photo,eng,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Bear Lake Public Library at blcirc@dcdi.net for information.""",Copyright given to the Bear Lake County library by J. Patrick Wilde,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/bear-lake-county/msp59i600.jpg,https://objects.lib.uidaho.edu/bear-lake-county/small/msp59i600_sm.jpg,https://objects.lib.uidaho.edu/bear-lake-county/thumbs/msp59i600_th.jpg,"Montpelier, Idaho 1972 Time Capsule",05-08-2008,349,2008-05-13,2008-05-13,350.jpg,/p4012coll6/image/350.jpg,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p4012coll6&CISOPTR=349,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p4012coll6/id/349,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4012coll6&CISOPTR=349
msp59j600,,msp59j600.jpg,"A street lined with parked cars on the right side and buildings with various signs. Visible signs include ""FOOD TOWN,"" ""FIRST SECURITY BANK,"" and ""BEER."" American flags are displayed along the sidewalk. In the distance, cars drive on the road, and a distant view of mountains can be seen. A hat is visible on the back dash of the nearest car.",Montpelier Main Street With Flags,cars;streets;signs,"New flags flying in the City of Montpelier, Idaho 1972","Montpelier, Idaho",J. Patrick Wilde,"Bear Lake County Library, Montpelier, Idaho",J. Patrick Wilde,1972,1972,,Image;StillImage,Photo,image/jpeg,,Digitized version of photo,eng,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Bear Lake Public Library at blcirc@dcdi.net for information.""",Copyright given to the Bear Lake County Library by J. Patrick Wilde,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/bear-lake-county/msp59j600.jpg,https://objects.lib.uidaho.edu/bear-lake-county/small/msp59j600_sm.jpg,https://objects.lib.uidaho.edu/bear-lake-county/thumbs/msp59j600_th.jpg,"Montpelier, Idaho 1972 Time Capsule",05-08-2008,350,2008-05-13,2008-05-13,351.jpg,/p4012coll6/image/351.jpg,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p4012coll6&CISOPTR=350,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p4012coll6/id/350,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4012coll6&CISOPTR=350
msp59t600,,msp59t600.jpg,"Two American flags on a pole, slightly tilted, with a landscape of mountains and fields in the background. A fence and a bridge railing are visible in the foreground.",American Flags Flying In Montpelier Idaho,flags;landscapes;highways,"New flags flying in Montpelier, Idaho 1972","Montpelier, Idaho",J. Patrick Wilde,"Bear Lake County Library, Montpelier, Idaho",J. Patrick Wilde,1972,1972,,Image;StillImage,Photo,image/jpeg,,Digitized version of photo,eng,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Bear Lake Public Library at blcirc@dcdi.net for information.""",Copyright given to the Bear Lake County Library by J. Patrick Wilde,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/bear-lake-county/msp59t600.jpg,https://objects.lib.uidaho.edu/bear-lake-county/small/msp59t600_sm.jpg,https://objects.lib.uidaho.edu/bear-lake-county/thumbs/msp59t600_th.jpg,"Montpelier, Idaho 1972 Time Capsule",05-08-2008,348,2008-05-13,2008-05-13,349.jpg,/p4012coll6/image/349.jpg,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p4012coll6&CISOPTR=348,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p4012coll6/id/348,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4012coll6&CISOPTR=348
msp5a600,,msp5a600.jpg,"Two men standing side by side in a room. One man is wearing glasses and both are wearing long-sleeved shirts with pockets. Behind them, there is a framed landscape painting of mountains and trees. A coiled wire is hanging on the wall to the right.",Herman Egley And Lavoy Lewis Montpelier,portraits;paintings,Herman Egley and Lavoy Lewis--City Cleanup Chairmen 1972,"Montpelier, Idaho",J. Patrick Wilde,"Bear Lake County Library, Montpelier, Idaho",J. Patrick Wilde,1972,1972,,Image;StillImage,Photo,image/jpeg,,Digitized version of photo,eng,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Bear Lake Public Library at blcirc@dcdi.net for information.""",Copyright given to the Bear Lake County Library by J. Patrick Wilde,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/bear-lake-county/msp5a600.jpg,https://objects.lib.uidaho.edu/bear-lake-county/small/msp5a600_sm.jpg,https://objects.lib.uidaho.edu/bear-lake-county/thumbs/msp5a600_th.jpg,"Montpelier, Idaho 1972 Time Capsule",03-07-2008,100,2008-03-19,2008-03-19,81.jpg,/p4012coll6/image/81.jpg,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p4012coll6&CISOPTR=100,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p4012coll6/id/100,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4012coll6&CISOPTR=100
msp60b600,,msp60b600.jpg,"Three people stand next to a car. The car door is open, displaying the text ""Airport Courtesy Car Bear Lake County."" A man and a woman are standing together by the open door, while another man in a cowboy hat stands to the side. There is an airplane in the background, with mountains visible in the distance.",Bear Lake County Airport Scene,cars;airports;people,"The courtesy car at the Bear Lake County Airport near Montpelier, Idaho 1972","Montpelier, Idaho",J. Patrick Wilde,"Bear Lake County Library, Montpelier, Idaho",J. Patrick Wilde,1972,1972,,Image;StillImage,Photo,image/jpeg,,Digitized version of photo,eng,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Bear Lake Public Library at blcirc@dcdi.net for information.""",Copyright given to the Bear Lake County Library by J. Patrick Wilde,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/bear-lake-county/msp60b600.jpg,https://objects.lib.uidaho.edu/bear-lake-county/small/msp60b600_sm.jpg,https://objects.lib.uidaho.edu/bear-lake-county/thumbs/msp60b600_th.jpg,"Montpelier, Idaho 1972 Time Capsule",05-08-2008,352,2008-05-14,2008-05-14,353.jpg,/p4012coll6/image/353.jpg,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p4012coll6&CISOPTR=352,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p4012coll6/id/352,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4012coll6&CISOPTR=352
msp60c600,,msp60c600.jpg,"A man wearing a hat, standing on an airfield next to a small aircraft. Several other small airplanes are parked in the background, with mountains visible in the distance.",Olean Parker At Bear Lake County Airport,airplanes;airports;men,"Olean Parker--Chairman of the air service project at the Bear Lake County Airport near Montpelier, Idaho 1972","Montpelier, Idaho",J. Patrick Wilde,"Bear Lake County Library, Montpelier, Idaho",J. Patrick Wilde,1972,1972,,Image;StillImage,Photo,image/jpeg,,Digitized version of photo,eng,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Bear Lake Public Library at blcirc@dcdi.net for information.""",Copyright given to the Bear Lake County Library by J. Patrick Wilde,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/bear-lake-county/msp60c600.jpg,https://objects.lib.uidaho.edu/bear-lake-county/small/msp60c600_sm.jpg,https://objects.lib.uidaho.edu/bear-lake-county/thumbs/msp60c600_th.jpg,"Montpelier, Idaho 1972 Time Capsule",05-09-2008,353,2008-05-14,2008-05-14,354.jpg,/p4012coll6/image/354.jpg,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p4012coll6&CISOPTR=353,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p4012coll6/id/353,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4012coll6&CISOPTR=353
msp60d600,,msp60d600.jpg,"Aerial view of a large body of water with a narrow strip of land. Mountains are visible in the distance. Part of an aircraft's interior, possibly the dashboard, is in the foreground. The view appears to be slightly tilted.",Aerial View Of Bear Lake,lakes;mountains;aerial views,Aerial view of North Beach at Bear Lake 1972,"Montpelier, Idaho",J. Patrick Wilde,"Bear Lake County Library, Montpelier, Idaho",J. Patrick Wilde,1972,1972,,Image;StillImage,Photo,image/jpeg,,Digitized version of photo,eng,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Bear Lake Public Library at blcirc@dcdi.net for information.""",Copyright given to the Bear Lake County Library by J. Patrick Wilde,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/bear-lake-county/msp60d600.jpg,https://objects.lib.uidaho.edu/bear-lake-county/small/msp60d600_sm.jpg,https://objects.lib.uidaho.edu/bear-lake-county/thumbs/msp60d600_th.jpg,"Montpelier, Idaho 1972 Time Capsule",05-09-2008,354,2008-05-14,2008-05-14,355.jpg,/p4012coll6/image/355.jpg,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p4012coll6&CISOPTR=354,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p4012coll6/id/354,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4012coll6&CISOPTR=354
msp60e600,,msp60e600.jpg,"Two men are standing next to a small aircraft, shaking hands. One man is wearing a hat and casual clothing, while the other is in a shirt and tie. A third man, wearing a suit and holding a book, stands on the wing of the plane. The plane has ""N4509J"" written on its side. A mountainous landscape is visible in the background.",Montpelier Idaho Time Capsule,airplanes;handshaking,Welcoming dignitaries to the opening of daily flight service from Bear Lake County Airport to Salt Lake City 1972--Olean Parker,"Montpelier, Idaho",J. Patrick Wilde,"Bear Lake County Library, Montpelier, Idaho",J. Patrick Wilde,1972,1972,,Image;StillImage,Photo,image/jpeg,,Digitized version of photo,eng,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Bear Lake Public Library at blcirc@dcdi.net for information.""",Copyright given to the Bear Lake County Library by J. Patrick Wilde,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/bear-lake-county/msp60e600.jpg,https://objects.lib.uidaho.edu/bear-lake-county/small/msp60e600_sm.jpg,https://objects.lib.uidaho.edu/bear-lake-county/thumbs/msp60e600_th.jpg,"Montpelier, Idaho 1972 Time Capsule",05-09-2008,355,2008-05-14,2008-05-14,356.jpg,/p4012coll6/image/356.jpg,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p4012coll6&CISOPTR=355,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p4012coll6/id/355,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4012coll6&CISOPTR=355
